RestaurantID,City,Area,RestaurantName,CuisineTypes,AverageMealPrice,AverageRating,TotalRatings,EstimatedOrders,EstimatedRevenue,DeliveryTimeMinutes,DiscountPercentage,DeliveryPartner,Address,LastUpdatedDate
143,Bangalore,Koramangala,Tandoori Ice Cream Zone,"Ice Cream, Bakery, Desserts, Biryani",676,3.1,10137,2066,1396616,67,20,Swiggy Genie,"H.No. 70, Sood Road, Ghaziabad-362538",06-04-2026
144,Delhi,Saket,Food Seafood World,"South Indian, Healthy Food",325,4.2,2302,3413,1109225,20,15,Regular Delivery,"15/93, Sabharwal Path, Bharatpur 152030",13-03-2026
145,Mumbai,Dadar,Street South Indian Point,"Arabian, Burgers",595,3.9,11897,1514,900830,74,0,Swiggy One,"H.No. 19, Chakraborty Street, Bareilly 507266",11-06-2025
146,Hyderabad,Madhapur,Spice North Indian Palace,"Healthy Food, Chinese, Bakery, Pizza",339,4.7,5539,4530,1535670,38,50,Regular Delivery,"04/76, Chandra Road, Bhiwani 514284",29-10-2025
147,Mumbai,Bandra,Biryani Burgers World,"Ice Cream, Biryani, Mughlai, South Indian",646,4.3,280,2496,1612416,67,30,Regular Delivery,"62/05, Dhaliwal Nagar, Mira-Bhayandar-626069",25-08-2025
148,Hyderabad,Gachibowli,Food Biryani Corner,"Andhra, Ice Cream, Burgers, South Indian",407,3.8,4114,3222,1311354,20,25,Swiggy Genie,"191, Brar Ganj, Giridih-414431",25-08-2025
149,Mumbai,Powai,Delight North Indian Palace,"Arabian, Healthy Food, Bakery",856,4.3,1067,3892,3331552,62,10,Swiggy One,"72/22, Mangal Circle, Allahabad-308846",07-04-2026
150,Hyderabad,Banjara Hills,Biryani Desserts Junction,"Biryani, Seafood, Pizza",393,3.8,7504,3486,1369998,67,30,Regular Delivery,"21/812, Deol, Jaipur-938480",05-09-2025
151,Delhi,Dwarka,Delight Chinese Zone,"Desserts, Seafood",1034,3.9,5977,585,604890,24,10,Regular Delivery,"055, Kala Zila, Tiruchirappalli-763386",26-01-2026
152,Delhi,Saket,Express Italian Point,"Burgers, Healthy Food",540,4.3,8058,535,288900,25,50,Swiggy One,"99/63, Ray Marg, Hazaribagh 750849",23-12-2025
153,Hyderabad,Hitech City,Kitchen Arabian Hub,"Italian, Arabian, North Indian, Ice Cream",930,3.3,99,4817,4479810,67,20,Swiggy Genie,"720, Behl Street, Dibrugarh 517668",22-02-2026
154,Bangalore,Whitefield,Royal Healthy Food Hub,"Chinese, Ice Cream, North Indian",707,3.7,12648,3147,2224929,28,40,Swiggy One,"98, Dar Street, Nizamabad 008348",09-01-2026
155,Mumbai,Dadar,Urban Bakery Point,"Chinese, Seafood, Italian, Ice Cream",485,4.9,6489,1904,923440,53,15,Swiggy Genie,"H.No. 60, Rau Path, Mehsana-076546",28-10-2025
156,Bangalore,Koramangala,Tandoori Italian Factory,"Andhra, Ice Cream, Fast Food, Biryani",437,3.4,14389,343,149891,66,10,Regular Delivery,"H.No. 316, Contractor Zila, Shahjahanpur 127701",12-01-2026
157,Mumbai,Lower Parel,Tandoori Chinese Point,Desserts,188,3.7,11060,2084,391792,65,0,Regular Delivery,"74/814, Borde Zila, Ahmednagar 773623",14-07-2025
158,Bangalore,Whitefield,Spice Pizza Zone,"Desserts, Ice Cream, Biryani, Mughlai",712,3.3,12035,4810,3424720,56,30,Regular Delivery,"H.No. 54, Ganesh Circle, Kanpur 428605",17-11-2025
159,Chennai,Velachery,Tandoori Andhra Palace,"Pizza, Seafood, Ice Cream",683,2.9,9743,3579,2444457,67,15,Regular Delivery,"72/855, Chowdhury, Ahmednagar 923234",04-09-2025
160,Mumbai,Andheri,Biryani Andhra Treats,"Mughlai, Healthy Food, Ice Cream",425,3.4,3062,2054,872950,68,50,Swiggy Genie,"698, Vyas Marg, Jabalpur 403256",04-12-2025
161,Chennai,Velachery,Express Pizza Treats,"South Indian, Ice Cream, Fast Food, Andhra",617,3.3,5461,3764,2322388,61,10,Swiggy One,"31/243, Dalal Chowk, Ujjain-766173",05-02-2026
162,Bangalore,Jayanagar,Food South Indian Point,"South Indian, Pizza",505,4.5,9676,4007,2023535,66,20,Swiggy Genie,"H.No. 39, Rau Circle, Gopalpur-319039",08-11-2025
163,Chennai,T Nagar,Tandoori Biryani World,Fast Food,616,4.3,11580,2040,1256640,33,40,Regular Delivery,"62, Ahluwalia Nagar, Nagpur 678402",22-05-2026
164,Chennai,T Nagar,Street Ice Cream Factory,"Italian, Ice Cream, Seafood, Burgers",1170,4.7,7685,2703,3162510,26,50,Swiggy Genie,"H.No. 873, Gara Circle, Srinagar 006427",26-02-2026
165,Chennai,T Nagar,Cafe Pizza Hub,"South Indian, Arabian, Andhra, Biryani",654,4,9618,2498,1633692,57,40,Swiggy Genie,"H.No. 596, Chandra Circle, Tadepalligudem 336086",09-09-2025
166,Hyderabad,Kukatpally,Tandoori Healthy Food Zone,"Mughlai, Arabian",811,3.3,13510,3855,3126405,51,50,Swiggy Genie,"26, Sen Chowk, Sri Ganganagar-279124",12-12-2025
167,Chennai,Velachery,Express South Indian Zone,"Healthy Food, Chinese",189,4.6,1267,132,24948,72,0,Swiggy One,"H.No. 72, Zacharia, Malda 040953",19-11-2025
168,Hyderabad,Gachibowli,Spice Fast Food Zone,Pizza,1053,3.6,10172,4076,4292028,60,50,Swiggy Genie,"363, Raval Path, Vasai-Virar-859968",25-09-2025
169,Bangalore,Jayanagar,Street Arabian Hub,"North Indian, Healthy Food, Ice Cream, Bakery",1148,4.5,11093,956,1097488,47,15,Swiggy Genie,"H.No. 490, Dhar Circle, Tezpur-666477",09-01-2026
170,Delhi,Saket,Express Ice Cream Factory,"Fast Food, Arabian",667,4.5,1344,3840,2561280,43,40,Regular Delivery,"303, Kala Path, Jhansi 396876",18-04-2026
171,Hyderabad,Gachibowli,House South Indian Point,"Chinese, Seafood, Andhra",950,3.6,9105,157,149150,50,0,Regular Delivery,"H.No. 71, Bakshi Road, Panchkula 381042",03-02-2026
172,Hyderabad,Madhapur,Delight Biryani Zone,"Andhra, Seafood, Mughlai, Burgers",207,3.3,14816,2300,476100,75,50,Swiggy Genie,"89/587, Bali Path, Ambarnath-510245",17-04-2026
173,Bangalore,Koramangala,Biryani North Indian Junction,Burgers,415,4.4,11727,710,294650,72,40,Swiggy One,"77/980, Banerjee Street, Ongole-149570",21-02-2026
174,Hyderabad,Hitech City,Express Seafood Treats,"Mughlai, Seafood",406,4.5,11343,4182,1697892,66,10,Regular Delivery,"54/797, Madan, Madhyamgram 115256",23-02-2026
175,Chennai,Anna Nagar,Tandoori Chinese Factory,Andhra,932,4.8,5397,3770,3513640,21,25,Swiggy One,"H.No. 52, Som Marg, Uluberia-711846",29-06-2025
176,Hyderabad,Kukatpally,House Mughlai Point,"Andhra, Chinese, Seafood, Arabian",724,4.5,11733,2275,1647100,24,10,Swiggy Genie,"H.No. 65, Chatterjee Circle, Narasaraopet 841339",15-09-2025
177,Mumbai,Bandra,Spice Arabian World,"Seafood, Burgers, South Indian, Andhra",857,4.4,1724,1615,1384055,28,10,Swiggy One,"H.No. 094, Dara Ganj, Karimnagar-675940",14-01-2026
178,Mumbai,Lower Parel,Express Chinese Grill,"Biryani, North Indian, South Indian, Burgers",784,4.6,252,3256,2552704,38,40,Swiggy Genie,"H.No. 34, Bal Zila, Karimnagar-409982",18-06-2025
179,Delhi,Saket,Urban Ice Cream Palace,"Mughlai, Chinese",669,3.8,1086,2340,1565460,30,40,Swiggy One,"99/056, Dhar Zila, Raipur-234100",26-08-2025
180,Chennai,Adyar,Street Desserts World,Bakery,520,3.8,2269,3321,1726920,39,0,Swiggy One,"93/408, Dugar Street, Gurgaon 491814",23-12-2025
181,Delhi,Dwarka,House Pizza Palace,"Italian, Burgers, Fast Food",776,4.1,11441,2653,2058728,32,50,Swiggy Genie,"H.No. 539, Choudhry Chowk, Alwar 166012",14-07-2025
182,Mumbai,Powai,Tandoori Seafood Treats,"Healthy Food, Arabian, Mughlai",694,4.5,6487,4699,3261106,43,10,Swiggy Genie,"H.No. 819, Bir Zila, Orai-072212",01-08-2025
183,Delhi,Rohini,Kitchen Fast Food World,"North Indian, Bakery",716,4.5,1183,4170,2985720,72,40,Swiggy Genie,"H.No. 14, Barman Zila, Parbhani 149480",25-04-2026
184,Chennai,Velachery,Food Chinese World,"Pizza, Bakery, Fast Food",1101,4,8805,4533,4990833,52,40,Swiggy Genie,"76/291, Sahota Zila, Ajmer 422735",25-05-2025
185,Chennai,OMR,Tandoori Bakery Corner,Biryani,210,4,10618,2796,587160,63,40,Swiggy One,"H.No. 051, Ravi Ganj, Ramgarh-795153",20-05-2026
186,Bangalore,BTM Layout,Tandoori Desserts World,Ice Cream,886,3.6,12704,2905,2573830,63,15,Swiggy Genie,"92/957, Hayer Chowk, Gandhidham-536534",01-06-2025
187,Mumbai,Andheri,Royal Pizza Factory,"Andhra, Italian, South Indian",758,3.5,12899,2933,2223214,33,50,Swiggy One,"12/113, Kannan Nagar, Ghaziabad 036595",29-10-2025
188,Bangalore,Whitefield,Cafe Biryani Hub,"Seafood, South Indian, Pizza, North Indian",822,4.2,11144,2078,1708116,71,15,Regular Delivery,"70/918, Reddy Street, Secunderabad-628985",18-07-2025
189,Hyderabad,Hitech City,Food Italian Junction,"Seafood, Ice Cream",949,4.1,3103,3320,3150680,60,40,Swiggy Genie,"89/91, Behl Chowk, Maheshtala-290436",04-12-2025
190,Delhi,Saket,Tandoori Fast Food Palace,"Andhra, Fast Food, North Indian, Bakery",248,4,13149,3076,762848,75,15,Swiggy One,"H.No. 93, Madan Chowk, Salem-517659",29-06-2025
191,Hyderabad,Banjara Hills,House Healthy Food Zone,Ice Cream,761,4.1,10065,2930,2229730,45,10,Swiggy One,"H.No. 917, Gara Zila, Kottayam-717954",15-04-2026
192,Mumbai,Lower Parel,Delight Chinese Corner,"Arabian, Italian",761,3,5053,3138,2388018,27,15,Regular Delivery,"81/622, Babu Nagar, Thiruvananthapuram-504060",02-10-2025
193,Hyderabad,Hitech City,Food Andhra Corner,"Andhra, Arabian, Chinese, Italian",1116,4.1,11411,4625,5161500,61,15,Swiggy Genie,"82/44, Divan Path, Tadipatri 736569",21-02-2026
194,Mumbai,Powai,Kitchen South Indian Factory,"Burgers, Healthy Food",139,3.8,3246,4680,650520,72,40,Regular Delivery,"330, Vala Marg, Gorakhpur 637627",10-12-2025
195,Mumbai,Dadar,Kitchen Burgers Point,"Andhra, Bakery, Healthy Food, Desserts",183,4.5,3663,2331,426573,38,0,Swiggy Genie,"H.No. 43, Zacharia Path, Farrukhabad-556794",27-05-2025
196,Delhi,Karol Bagh,Cafe Healthy Food Zone,"Italian, Arabian",1166,3,1921,4520,5270320,37,30,Swiggy Genie,"19, Bhagat Chowk, Dewas 718923",21-01-2026
197,Mumbai,Lower Parel,Cafe Desserts Palace,"Andhra, South Indian",186,3.7,5761,3676,683736,75,10,Swiggy Genie,"353, Chana Zila, Kavali 244402",02-05-2026
198,Hyderabad,Gachibowli,Urban Fast Food Junction,"Andhra, Chinese, Arabian",241,4,8770,2731,658171,37,15,Regular Delivery,"44/358, Batra Chowk, Hazaribagh-332066",09-05-2026
199,Chennai,T Nagar,Food South Indian Palace,"Biryani, Chinese, Mughlai",379,4.3,2224,2718,1030122,35,15,Swiggy Genie,"50, Batra Ganj, Dhanbad 432027",11-08-2025
200,Mumbai,Dadar,Food Mughlai World,"Ice Cream, Seafood",274,4.1,14469,3380,926120,69,10,Regular Delivery,"H.No. 06, Yadav Ganj, Mangalore-794903",30-08-2025
201,Chennai,T Nagar,Cafe Chinese World,"Healthy Food, Burgers, Arabian, North Indian",853,4.6,13086,1864,1589992,54,40,Swiggy One,"51/14, Saini Nagar, Jabalpur 773923",28-02-2026
202,Hyderabad,Banjara Hills,Biryani Pizza Grill,"Seafood, Andhra, Pizza",1113,4.5,14699,456,507528,63,0,Swiggy Genie,"92, Banerjee Marg, Amritsar-283213",03-12-2025
203,Mumbai,Andheri,Kitchen Italian Hub,Burgers,996,3.2,11331,1382,1376472,28,25,Swiggy One,"63/90, Sen Circle, Baranagar 138516",16-07-2025
204,Bangalore,Koramangala,House Burgers Hub,"Chinese, Burgers, Seafood",931,4.1,11944,3596,3347876,64,20,Regular Delivery,"513, Rout Ganj, Kavali-529584",02-07-2025
205,Bangalore,BTM Layout,Kitchen Chinese Corner,Fast Food,583,3.9,7341,2894,1687202,20,0,Swiggy Genie,"H.No. 92, Raman Nagar, Sri Ganganagar 149079",21-06-2025
206,Mumbai,Bandra,Cafe Biryani Point,"Chinese, Biryani, Fast Food, South Indian",761,3.6,4952,1170,890370,28,40,Regular Delivery,"H.No. 003, Dora, Avadi 004047",25-07-2025
207,Hyderabad,Madhapur,Kitchen Bakery Junction,Burgers,430,4.7,10143,1859,799370,63,50,Swiggy Genie,"H.No. 82, Bahri Marg, Tirupati 228265",03-01-2026
208,Bangalore,Indiranagar,Biryani Andhra Factory,Mughlai,406,3.3,10611,4613,1872878,25,20,Regular Delivery,"H.No. 24, Lad Chowk, Jamalpur 753341",14-02-2026
209,Delhi,Rohini,House Arabian Junction,"North Indian, Andhra, Italian",1180,4.1,3140,2501,2951180,67,40,Regular Delivery,"09/47, Biswas Ganj, Purnia 216455",26-07-2025
210,Bangalore,Indiranagar,House Chinese Zone,"Mughlai, South Indian, Biryani, Desserts",144,4.9,5235,4736,681984,28,40,Swiggy One,"19/65, Divan Street, Chandrapur 435817",12-03-2026
211,Chennai,OMR,Royal North Indian Grill,"Healthy Food, Mughlai",258,2.8,3584,3340,861720,22,0,Regular Delivery,"12/483, Shukla Marg, Tiruvottiyur 705372",07-12-2025
212,Chennai,OMR,House Pizza Palace,"Andhra, Bakery, Fast Food, South Indian",291,3.5,8427,4474,1301934,33,15,Swiggy One,"26/35, Kannan Street, Amroha-710812",13-01-2026
213,Mumbai,Lower Parel,Cafe Andhra Junction,Arabian,238,3.3,7168,530,126140,27,50,Swiggy One,"37, Borra Zila, Pallavaram-108148",11-08-2025
214,Hyderabad,Madhapur,Cafe North Indian Corner,Pizza,1136,4.8,8618,1447,1643792,53,25,Swiggy One,"71/807, Chaudhary Marg, Suryapet 657811",28-06-2025
215,Hyderabad,Kukatpally,Biryani Andhra Palace,North Indian,1192,2.9,11720,4144,4939648,56,10,Swiggy One,"10/37, Arya, Adoni 093139",08-12-2025
216,Delhi,Karol Bagh,Delight Burgers Factory,Healthy Food,442,3.3,1735,1951,862342,56,10,Regular Delivery,"26/900, Kanda Marg, Korba-365685",19-02-2026
217,Delhi,Connaught Place,Tandoori South Indian World,North Indian,865,3.6,2508,4609,3986785,31,0,Regular Delivery,"H.No. 12, Dani Nagar, Muzaffarpur-051312",29-12-2025
218,Mumbai,Bandra,Biryani Ice Cream Point,"Desserts, Fast Food, Bakery",883,3.1,11081,1908,1684764,23,15,Regular Delivery,"84/85, Dugar Nagar, Allahabad 056039",01-03-2026
219,Bangalore,Whitefield,Street Arabian Factory,Italian,296,4,180,2468,730528,43,20,Regular Delivery,"H.No. 47, Choudhry, Chandrapur 630440",22-10-2025
220,Chennai,OMR,Delight Healthy Food Junction,"Italian, Burgers",622,3.1,6768,4516,2808952,21,20,Swiggy One,"039, Vohra Marg, Gandhidham-307879",15-02-2026
221,Bangalore,Koramangala,Cafe Arabian Point,Mughlai,540,3.9,3952,570,307800,46,50,Swiggy Genie,"094, Krish Zila, Bhusawal-161497",02-01-2026
222,Chennai,Anna Nagar,Express Andhra Factory,Desserts,1058,4.8,1441,4220,4464760,57,10,Swiggy Genie,"H.No. 872, Hegde Chowk, Ulhasnagar 161309",04-07-2025
223,Mumbai,Andheri,House Pizza Junction,Andhra,717,3.3,5211,2752,1973184,71,40,Swiggy One,"78/45, Dugar Nagar, Bikaner-984320",08-02-2026
224,Mumbai,Powai,Urban Biryani Corner,"Chinese, Biryani",336,3.1,7685,1069,359184,40,40,Regular Delivery,"H.No. 00, Grover Street, Panipat 788557",16-12-2025
225,Chennai,Velachery,Royal Burgers Palace,"Arabian, Desserts, Pizza, South Indian",202,3.3,14084,827,167054,40,15,Regular Delivery,"659, Varughese Road, Imphal-336432",24-11-2025
226,Hyderabad,Kukatpally,Urban North Indian Treats,"South Indian, Seafood, Pizza, Andhra",1046,4,9063,3865,4042790,35,10,Swiggy Genie,"H.No. 949, Rattan Zila, Karimnagar-313968",10-01-2026
227,Hyderabad,Madhapur,Tandoori Pizza Junction,South Indian,940,3.6,10376,4850,4559000,61,10,Regular Delivery,"H.No. 769, Mannan Path, Sikar 146191",28-12-2025
228,Chennai,Anna Nagar,Tandoori Italian Corner,Chinese,308,4.7,13638,1083,333564,71,30,Swiggy Genie,"785, Setty Street, Mirzapur-044896",09-08-2025
229,Mumbai,Andheri,Cafe Mughlai World,"Andhra, Healthy Food",180,3.6,7040,1838,330840,31,30,Swiggy Genie,"015, Sabharwal Chowk, Katihar-281772",20-09-2025
230,Chennai,T Nagar,Delight Desserts Palace,"Pizza, North Indian, Arabian, Andhra",1141,3.7,9072,798,910518,50,0,Swiggy One,"73/222, Bhasin Street, Madhyamgram 252867",16-07-2025
231,Mumbai,Bandra,Tandoori North Indian Treats,"Fast Food, Seafood, Mughlai, Ice Cream",855,3.8,12853,4713,4029615,51,30,Regular Delivery,"855, Sood Path, Medininagar 974900",02-03-2026
232,Chennai,Adyar,Delight Desserts Hub,"Burgers, North Indian, Healthy Food",695,2.9,7778,4864,3380480,53,30,Swiggy Genie,"98/123, Acharya Street, Naihati 746060",14-07-2025
233,Hyderabad,Madhapur,Express South Indian Junction,"Desserts, Pizza",915,3.5,13799,1522,1392630,74,15,Swiggy Genie,"H.No. 88, Balan Chowk, Bhilwara 077778",04-03-2026
234,Delhi,Karol Bagh,Biryani Pizza Grill,"North Indian, Bakery, Italian",505,4.6,13327,1518,766590,51,25,Swiggy One,"33, Som Road, Kakinada-803882",26-01-2026
235,Bangalore,BTM Layout,Delight Desserts Hub,Desserts,1198,3.8,5485,1148,1375304,59,20,Swiggy One,"269, Savant Road, Mysore-293575",13-07-2025
236,Hyderabad,Kukatpally,Urban Pizza Point,North Indian,1197,4.6,1238,4880,5841360,43,40,Swiggy Genie,"34/602, Sastry Ganj, Munger-538621",27-07-2025
237,Chennai,T Nagar,Food Healthy Food Factory,"Pizza, Chinese, Bakery",476,4.3,9257,1908,908208,64,30,Regular Delivery,"H.No. 31, Date Street, Madanapalle-417656",04-07-2025
238,Delhi,Saket,Urban Burgers Hub,"Arabian, Bakery, Italian, Pizza",921,4.6,12679,1571,1446891,56,0,Regular Delivery,"H.No. 58, Behl Chowk, Rampur 509176",23-07-2025
239,Chennai,OMR,Kitchen Pizza Factory,"Biryani, Italian",279,3.3,5284,2830,789570,30,10,Swiggy One,"34/933, Joshi, Buxar 137130",09-02-2026
240,Bangalore,Koramangala,Royal Bakery Palace,"Desserts, Bakery",341,4.3,838,3517,1199297,44,50,Swiggy Genie,"92, Kala, Mango-335549",27-08-2025
241,Mumbai,Dadar,Kitchen Desserts Corner,"Bakery, Ice Cream, Fast Food, South Indian",1044,3,13906,244,254736,22,25,Swiggy One,"H.No. 312, Golla Ganj, Vadodara 233180",21-09-2025
242,Chennai,Anna Nagar,Urban Mughlai Corner,Seafood,273,3.9,14764,4946,1350258,25,30,Regular Delivery,"H.No. 26, Jani Road, Surendranagar Dudhrej 094973",11-07-2025
243,Mumbai,Andheri,Spice Biryani Factory,"Burgers, Arabian, Fast Food, Chinese",540,4.8,6755,2386,1288440,64,25,Swiggy One,"H.No. 603, Sampath Chowk, Ballia 117292",05-05-2026
244,Hyderabad,Madhapur,Delight Healthy Food Corner,Mughlai,231,3.6,7055,4996,1154076,25,25,Swiggy One,"45/12, Iyengar, Latur 532932",12-06-2025
245,Hyderabad,Madhapur,Urban Arabian Point,Fast Food,1089,4.6,5102,3937,4287393,70,40,Swiggy One,"832, Balakrishnan Street, Ahmednagar 052980",03-05-2026
246,Chennai,Anna Nagar,Urban Italian Hub,"Burgers, Healthy Food, Fast Food, Italian",659,3.7,4365,4702,3098618,34,25,Swiggy Genie,"55/255, Bhakta Path, Bhagalpur-150577",21-02-2026
247,Hyderabad,Madhapur,Express Andhra Grill,Bakery,585,4,13825,4466,2612610,44,40,Regular Delivery,"88/03, Bath Street, Aligarh 200570",01-05-2026
248,Mumbai,Lower Parel,Royal Mughlai Hub,"Healthy Food, Pizza",1148,4,8517,1065,1222620,71,15,Swiggy One,"58/93, Gole Nagar, Pudukkottai 396209",24-12-2025
249,Hyderabad,Gachibowli,Spice Andhra Point,"Fast Food, Chinese",1011,3.2,13526,4954,5008494,60,15,Swiggy One,"33/296, Roy Circle, Yamunanagar-547526",03-12-2025
250,Chennai,Anna Nagar,Express Mughlai Zone,Mughlai,787,4.6,8564,4893,3850791,49,0,Regular Delivery,"41/01, Walia Chowk, Ichalkaranji-351128",10-08-2025
251,Mumbai,Andheri,Delight Biryani Point,"Pizza, Chinese, Arabian, Andhra",326,4.5,14262,3446,1123396,54,30,Swiggy One,"H.No. 39, Sarkar Ganj, Aligarh-167045",18-07-2025
252,Mumbai,Dadar,Urban Mughlai Hub,"South Indian, Chinese, Pizza, Fast Food",930,4.7,5481,483,449190,64,20,Regular Delivery,"42/39, Baral Ganj, Rohtak 107814",13-08-2025
253,Mumbai,Powai,Street Arabian Palace,"North Indian, Burgers, Andhra",1126,4.6,11270,1180,1328680,26,20,Swiggy One,"602, Dugar Circle, Kumbakonam-861154",03-05-2026
254,Mumbai,Powai,Royal Fast Food World,"Andhra, Arabian, Seafood",552,4.7,6721,4311,2379672,67,50,Swiggy One,"03/05, Bhakta Street, Udupi 259262",20-10-2025
255,Bangalore,Jayanagar,Cafe Mughlai Corner,"Chinese, Pizza",1193,4.6,524,1724,2056732,31,20,Swiggy Genie,"08, Tara Road, Morbi 797595",21-09-2025
256,Hyderabad,Madhapur,Tandoori Ice Cream Factory,"South Indian, Italian, Burgers, Bakery",1070,3.9,10460,2061,2205270,27,0,Swiggy One,"05, Mallick Path, Bijapur 965205",08-02-2026
257,Mumbai,Lower Parel,Express Bakery Factory,"Burgers, Andhra, Desserts, Arabian",454,4.6,4287,2415,1096410,67,10,Swiggy Genie,"924, Divan, Katihar 691043",21-05-2026
258,Mumbai,Andheri,Tandoori Desserts Junction,"Fast Food, Andhra",671,4.2,8459,3963,2659173,21,0,Swiggy Genie,"16, Kala Marg, Munger 385957",13-05-2026
259,Hyderabad,Hitech City,Street Arabian Palace,Desserts,987,4.7,14002,2144,2116128,42,50,Swiggy Genie,"H.No. 65, Srinivasan Circle, Mumbai-923549",28-11-2025
260,Mumbai,Powai,Biryani Arabian Palace,"Biryani, North Indian, Ice Cream, Seafood",341,3.8,5559,2348,800668,37,30,Swiggy One,"23, Chhabra Path, Srikakulam-475548",20-10-2025
261,Chennai,Velachery,Spice Mughlai Factory,"Desserts, Italian",406,4.3,10788,2205,895230,51,25,Swiggy One,"28/528, Bhalla Ganj, Meerut-483309",16-09-2025
262,Mumbai,Dadar,Biryani Desserts Zone,Fast Food,1094,4.7,11057,1472,1610368,42,25,Regular Delivery,"54/064, Dara Road, Nanded-759030",15-11-2025
263,Delhi,Saket,Cafe Ice Cream Zone,"Biryani, Desserts, Chinese",494,4.8,14788,1900,938600,41,10,Swiggy One,"90/53, Apte Nagar, Bareilly-328683",23-03-2026
264,Hyderabad,Kukatpally,Street Italian Point,"Seafood, Burgers, Pizza, Arabian",1083,2.9,10443,3948,4275684,57,10,Swiggy Genie,"02/46, Jayaraman Zila, Kharagpur 470579",09-10-2025
265,Delhi,Connaught Place,Urban Fast Food Factory,"Arabian, Fast Food, North Indian, Chinese",958,4.9,14678,2671,2558818,49,15,Regular Delivery,"66, Sandhu Nagar, Tiruvottiyur-253996",02-03-2026
266,Hyderabad,Madhapur,House South Indian Hub,"Seafood, Healthy Food, Chinese, Burgers",1045,3.4,12521,4800,5016000,69,15,Swiggy Genie,"47/880, Roy Road, Mysore 662616",07-01-2026
267,Mumbai,Andheri,Food Mughlai Treats,"Andhra, Seafood",1097,3.6,668,3136,3440192,54,20,Swiggy Genie,"74, Mahajan, Loni 357169",15-01-2026
268,Chennai,OMR,Spice Desserts Junction,"North Indian, Seafood",825,3.5,1732,1448,1194600,44,25,Swiggy Genie,"842, Vig, Rewa 982979",27-02-2026
269,Bangalore,Koramangala,Delight Seafood Treats,"Italian, Bakery, Ice Cream",394,3.5,14818,1623,639462,51,30,Swiggy Genie,"H.No. 582, Doctor Chowk, Meerut-571022",18-01-2026
270,Mumbai,Andheri,Urban Fast Food Hub,"Desserts, Bakery",1153,3.2,6056,3153,3635409,65,0,Regular Delivery,"97/994, Dara Nagar, Bardhaman 133915",23-01-2026
271,Chennai,OMR,House Biryani Hub,South Indian,218,4.2,6878,1092,238056,48,40,Regular Delivery,"34, Dave Road, Bijapur 600137",27-12-2025
